"","X","State","ID","Material","Taxa","Type","County","Measured","Mea_SE","Norm","Norm_SE","X13C","SiteID","SiteName","Lat","Long","Strat","Context","AMS_Radio","Comment","Reference","Region","Date","Error","Site_Name"
"5186",68534,"Colorado","Beta-70419","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",5210,70,NA,NA,NA,"5MF2991",NA,40.608316,-108.202444,"280-290 cm bd","Soil from Feature 41B, large circular, flat-bottomed hearth in Structure 41. Structure truncated part of Structure 18. Struc. 41 only partially excavated; estimated to meas. ca. 5 x 3.5/40 m, with moderately steep walls, 40-45 cm deep. Undulating floor, 280-290 cm below datum. Eight floor features; 4 along one of the walls. Feature 41A contained a cache of bifaces, retouched flakes, 1 utilized flake.",NA,NA,"ROOD AND MCDONALD 2000","Plateau",5210,70,"5MF2991"
"5187",68535,"Colorado","Beta-74402","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,4690,90,NA,"5MF3589",NA,40.608316,-108.202444,NA,"Bulk soil from Feature 8, house structure",NA,NA,"MCDONALD 2000B","Plateau",4690,90,"5MF3589"
"5188",68536,"Colorado","Beta-74403","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,5030,90,NA,"5MF3589",NA,40.608316,-108.202444,NA,"Bulk soil from Feature 3 in Structure 3.",NA,NA,"MCDONALD 2000B","Plateau",5030,90,"5MF3589"
"5189",68537,"Colorado","Beta-74404","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,4770,70,NA,"5MF3589",NA,40.608316,-108.202444,NA,"Bulk soil from Feature 11, deep circular basin-shaped hearth.",NA,NA,"MCDONALD 2000B","Plateau",4770,70,"5MF3589"
"5190",68538,"Colorado","Beta-75342","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,1250,70,NA,"5MF2725",NA,40.608316,-108.202444,NA,"Feature 2, a well defined hearth. Exposed at the top of a road cut. An ash stain with charcoal ca. 2 cm thick. Estimated to be 50 to 100 cm in dia.FCR present.",NA,NA,"TICKNER AND CHANDLER 1994","Plateau",1250,70,"5MF2725"
"5191",68539,"Colorado","Beta-75343","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,1200,80,NA,"5MF2726",NA,40.608316,-108.202444,NA,"Feature 1, a hearth, probably evidencing only limited use.",NA,NA,"TICKNER AND CHANDLER 1994","Plateau",1200,80,"5MF2726"
"5192",68540,"Colorado","Beta-75926","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,3140,70,NA,"5MF2998",NA,40.608316,-108.202444,NA,"soil from Feature 10, a cluster of 30 pieces of FCR. Fill the same color as surrounding sediments. Possibly assoc. with Feature 7, 80 cm away. Five flakes. Possibly assoc. with hearth cleaning..",NA,NA,"O'BRIEN AND MCDONALD 2000B","Plateau",3140,70,"5MF2998"
"5193",68541,"Colorado","Beta-75927","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,7470,90,NA,"5MF3003","Hard Labor site",40.608316,-108.202444,NA,"charcoal from sediment from Feature 2. Middle Cultural Horizon, deemed Early Archaic. Part of a large cluster of pits.",NA,NA,"O'BRIEN AND MCDONALD 2000C","Plateau",7470,90,"Hard Labor site"
"5195",68543,"Colorado","Beta-86552","CHARCOAL","juniper","ARCHAEOLOGICAL","Moffat",NA,NA,770,40,NA,"5MF3852",NA,40.608316,-108.202444,NA,"Wood charcoal from Feature 1. juniper wood",NA,NA,"TICKNER AND CHANDLER 1995","Plateau",770,40,"5MF3852"
"5196",68544,"Colorado","Beta-88063","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,1820,60,-25,"5MF2907","Bohach site",40.608316,-108.202444,NA,"Feature 2,  hearth, apparently exposed in a cut bank. Wood in Feature 2 is sagebrush and chokecherry. Hearth is ca. 15 cm long. Ten small mammal bone frags. also in hearth, but no info on whether they were burned.",NA,NA,"PUSEMAN 1991","Plateau",1820,60,"Bohach site"
"5197",68545,"Colorado","Beta-89628","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,1100,70,NA,"5MF3065","G Wash site",40.608316,-108.202444,NA,"Charcoal from Feature 16, hearth.",NA,NA,"THOMPSON 1996","Plateau",1100,70,"G Wash site"
"5198",68546,"Colorado","Beta-89629","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,5950,90,NA,"5MF3065","G Wash site",40.608316,-108.202444,NA,"Soil from Feature 11, ash stain, basin-shaped hearth.",NA,NA,"THOMPSON 1996","Plateau",5950,90,"G Wash site"
"5199",68547,"Colorado","CAMS-79943","SEEDS","Zea mays","ARCHAEOLOGICAL","Moffat",NA,NA,700,30,NA,"5MF2723",NA,40.608316,-108.202444,NA,"Granary","AMS",NA,"OAHP FILES 2005","Plateau",700,30,"5MF2723"
"5200",68548,"Colorado","CURL-10303","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,7190,35,-14.2,"5MF6259",NA,40.608316,-108.202444,NA,"S1. Two features and light staining. No artifacts","AMS",NA,"REED AND METCALF 2009","Plateau",7190,35,"5MF6259"
"5201",68549,"Colorado","CURL-10307","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,3300,20,-21.2,"5MF1915","Red Rose site",40.608316,-108.202444,NA,"F18, S144. AU3 (Lower)","AMS",NA,"REED AND METCALF 2009","Plateau",3300,20,"Red Rose site"
"5202",68550,"Colorado","CURL-10309","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,5620,20,-28.2,"5MF3178",NA,40.608316,-108.202444,NA,"feature 4849+35-MS37","AMS",NA,"REED AND METCALF 2009","Plateau",5620,20,"5MF3178"
"5203",68551,"Colorado","CURL-10310","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,7020,25,-25.2,"5MF6255",NA,40.608316,-108.202444,NA,"F10, S92. F15 floor feature","AMS",NA,"REED AND METCALF 2009","Plateau",7020,25,"5MF6255"
"5204",68552,"Colorado","CURL-10316","CHARCOAL","pinyon shell","ARCHAEOLOGICAL","Moffat",NA,NA,1270,20,-23.9,"5MF6253",NA,40.608316,-108.202444,NA,"feature 4718+65-MS30. ROW discovery. Charred pinyon pine shell","AMS",NA,"REED AND METCALF 2009","Plateau",1270,20,"5MF6253"
"5205",68553,"Colorado","CURL-10317","CHARCOAL","pinyon shell",NA,"Moffat",NA,NA,1950,25,-23.5,"5MF6253",NA,40.608316,-108.202444,NA,"ROW discovery. Modern pinon pine shell","AMS",NA,"REED AND METCALF 2009","Plateau",1950,25,"5MF6253"
"5206",68554,"Colorado","CURL-10318","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,5340,20,-26,"5MF2997",NA,40.608316,-108.202444,NA,"Feature 19, S58. NB lower AU2","AMS",NA,"REED AND METCALF 2009","Plateau",5340,20,"5MF2997"
"5207",68555,"Colorado","CURL-10320","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,1580,20,-8.5,"5MF1915","Red Rose site",40.608316,-108.202444,NA,"F11, S126. AU2 Atriplex charcoal","AMS",NA,"REED AND METCALF 2009","Plateau",1580,20,"Red Rose site"
"5208",68556,"Colorado","CURL-10321","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,7225,25,-24.6,"5MF6255",NA,40.608316,-108.202444,NA,"F4, S84. F17 floor feature","AMS",NA,"REED AND METCALF 2009","Plateau",7225,25,"5MF6255"
"5209",68557,"Colorado","CURL-10322","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,2855,20,-27.2,"5MF1915","Red Rose site",40.608316,-108.202444,NA,"F16, S133. AU7 (Upper)","AMS",NA,"REED AND METCALF 2009","Plateau",2855,20,"Red Rose site"
"5210",68558,"Colorado","CURL-10323","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,1735,25,-29.3,"5MF2997",NA,40.608316,-108.202444,NA,"Feature 23, S96. MB uooer AU4","AMS",NA,"REED AND METCALF 2009","Plateau",1735,25,"5MF2997"
"5211",68559,"Colorado","CURL-10324","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,5360,20,-23.7,"5MF2997",NA,40.608316,-108.202444,NA,"Feature 13, S79. MB lower AU6","AMS",NA,"REED AND METCALF 2009","Plateau",5360,20,"5MF2997"
"5212",68560,"Colorado","CURL-10326","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,6190,20,-20.9,"5MF2997",NA,40.608316,-108.202444,NA,"Feature 26, S106. MB lower AU6","AMS",NA,"REED AND METCALF 2009","Plateau",6190,20,"5MF2997"
"5213",68561,"Colorado","CURL-10327","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,7285,30,-25.6,"5MF6255",NA,40.608316,-108.202444,NA,"F13, S42. F18 floor feature.","AMS",NA,"REED AND METCALF 2009","Plateau",7285,30,"5MF6255"
"5214",68562,"Colorado","CURL-10329","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,5265,20,-21.2,"5MF2997",NA,40.608316,-108.202444,NA,"Feature 6, S20. MB middle AU5","AMS",NA,"REED AND METCALF 2009","Plateau",5265,20,"5MF2997"
"5215",68563,"Colorado","CURL-10419","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,2285,20,-21.6,"5MF3583",NA,40.608316,-108.202444,NA,"Feature 4, S8. Outdoor activity area.","AMS",NA,"REED AND METCALF 2009","Plateau",2285,20,"5MF3583"
"5216",68564,"Colorado","CURL-10421","CHARCOAL","pinyon seed shell","ARCHAEOLOGICAL","Moffat",NA,NA,4115,25,-19.3,"5MF3006","Aught-Six site",40.608316,-108.202444,NA,"S83. Charred pinon pine shell","AMS",NA,"REED AND METCALF 2009","Plateau",4115,25,"Aught-Six site"
"5217",68565,"Colorado","CURL-10423","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,1695,20,-21.1,"5MF3006","Aught-Six site",40.608316,-108.202444,NA,"S61","AMS",NA,"REED AND METCALF 2009","Plateau",1695,20,"Aught-Six site"
"5218",68566,"Colorado","CURL-10427","CHARCOAL","chenopodium/amaranth","ARCHAEOLOGICAL","Moffat",NA,NA,4470,25,-20.2,"5MF6276",NA,40.608316,-108.202444,NA,"F7, S11. Feature on west side of ex block. Charred Chenopodium/Amaranthus seeds","AMS",NA,"REED AND METCALF 2009","Plateau",4470,25,"5MF6276"
"5219",68567,"Colorado","CURL-10428","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,5990,25,-24.1,"5MF3583",NA,40.608316,-108.202444,NA,"S16. House 2","AMS",NA,"REED AND METCALF 2009","Plateau",5990,25,"5MF3583"
"5220",68568,"Colorado","CURL-10445","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",NA,NA,5765,25,-21.6,"5MF3583",NA,40.608316,-108.202444,NA,"F2, S6. House 1","AMS",NA,"REED AND METCALF 2009","Plateau",5765,25,"5MF3583"
"5221",68569,"Colorado","CURL-10450","CHARCOAL","chenopodium/amaranth","ARCHAEOLOGICAL","Moffat",NA,NA,4470,25,-19.2,"5MF6276",NA,40.608316,-108.202444,NA,"F7, S12. Charred Chenopodium/Amaranthus seeds.","AMS",NA,"REED AND METCALF 2009","Plateau",4470,25,"5MF6276"
"5222",68571,"Colorado","M-285","SEEDS","Zea mays cobs","ARCHAEOLOGICAL","Moffat",645,75,NA,NA,NA,"5MF373","Site A:10:1",40.608316,-108.202444,NA,"beehive-shaped masonry granaries with stone material resembling Shoshonean types","RADIOMETRIC",NA,"Crane and Griffin, 1958: 1121; Grady, 1984","Plateau",645,75,"Site A:10:1"
"5223",68572,"Colorado","M-286","SEEDS","Zea mays cobs","ARCHAEOLOGICAL","Moffat",800,100,NA,NA,NA,"5MF379","Blue Mountain A:10:7",40.608316,-108.202444,"32""","test pit 32"" below the floor of a shallow cave in Southern Blue Mountain","RADIOMETRIC",NA,"Crane and Griffin, 1959: 188; Grady, 1984","Plateau",800,100,"Blue Mountain A:10:7"
"5225",68574,"Colorado","SR-5994","SEEDS","Zea mays","ARCHAEOLOGICAL","Moffat",NA,NA,700,30,NA,"5MF5067",NA,40.608316,-108.202444,NA,"Zea mays cob from granary","RADIOMETRIC",NA,"HADDEN PERSONAL COMMUNICATION 2011","Plateau",700,30,"5MF5067"
"5227",68577,"Colorado","UGa-1355","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",2595,100,NA,NA,NA,"5MF510","hearth",40.608316,-108.202444,NA,NA,"RADIOMETRIC",NA,"Grady, 1984; Spangler 2000","Plateau",2595,100,"hearth"
"5228",68578,"Colorado","UGa-1356","CHARCOAL",NA,NA,"Moffat",2560,65,NA,NA,NA,"5MF510",NA,40.608316,-108.202444,NA,NA,"RADIOMETRIC",NA,"Grady, 1984; Spangler 2000","Plateau",2560,65,"5MF510"
"5229",68579,"Colorado","UGa-1851","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",2300,95,NA,NA,NA,"5MF607","Bull Draw Shelter",40.608316,-108.202444,NA,"2.4S/5E, Level 9, Feature 26 hearth (?).","RADIOMETRIC",NA,"INGMANSON AND RODRIGUEZ 1981; Grady, 1984","Plateau",2300,95,"Bull Draw Shelter"
"5230",68580,"Colorado","UGa-1852","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",2490,60,NA,NA,NA,"5MF607","Bull Draw Shelter",40.608316,-108.202444,NA,"8S/5E, Level K, Feature 39, a charcoal lens.","RADIOMETRIC",NA,"INGMANSON AND RODRIGUEZ 1981; Grady, 1984","Plateau",2490,60,"Bull Draw Shelter"
"5232",68582,"Colorado","UGa-1855","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",2120,100,NA,NA,NA,"5MF607","Bull Draw Shelter",40.608316,-108.202444,"Level N","8S/5E, Level N, Feature 44 hearth.","RADIOMETRIC",NA,"INGMANSON AND RODRIGUEZ 1981","Plateau",2120,100,"Bull Draw Shelter"
"5233",68583,"Colorado","UGa-2003","SEEDS","Zea mays","ARCHAEOLOGICAL","Moffat",680,60,NA,NA,NA,"5MF607","Bull Draw Shelter",40.608316,-108.202444,NA,"Level F. No info on whether date was corrected for C13/C12 fractionation. If not, 250 years should be added to the date. This would indicate a calibrated date of ca. AD 1030-1140.","RADIOMETRIC",NA,"INGMANSON AND RODRIGUEZ 1981; Grady, 1984","Plateau",680,60,"Bull Draw Shelter"
"5234",68584,"Colorado","UGa-2725","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",2175,95,NA,NA,NA,"5MF435","Duffy Shelter",40.608316,-108.202444,NA,"Charcoal from Feature 26, hearth.","RADIOMETRIC",NA,"KRAUSE (EDITOR) 1981; Grady, 1984","Plateau",2175,95,"Duffy Shelter"
"5235",68585,"Colorado","UGa-2726","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",1955,60,NA,NA,NA,"5MF435","Duffy Shelter",40.608316,-108.202444,NA,"Charcoal from Feature 38, hearth.","RADIOMETRIC",NA,"KRAUSE (EDITOR) 1981; Grady, 1984","Plateau",1955,60,"Duffy Shelter"
"5236",68586,"Colorado","UGa-2727","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",1425,60,NA,NA,NA,"5MF435","Duffy Shelter",40.608316,-108.202444,NA,"Charcoal from Feature 19, hearth.","RADIOMETRIC",NA,"KRAUSE (EDITOR) 1981; Grady, 1984","Plateau",1425,60,"Duffy Shelter"
"5237",68587,"Colorado","UGa-2728","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",1065,60,NA,NA,NA,"5MF435","Duffy Shelter",40.608316,-108.202444,NA,"Charcoal from Feature 8, hearth.","RADIOMETRIC",NA,"KRAUSE (EDITOR) 1981; Grady, 1984","Plateau",1065,60,"Duffy Shelter"
"5238",68588,"Colorado","UGa-2729","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",1055,60,NA,NA,NA,"5MF435","Duffy Shelter",40.608316,-108.202444,NA,"Charcoal from Feature 42, hearth.","RADIOMETRIC",NA,"KRAUSE (EDITOR) 1981; Grady, 1984","Plateau",1055,60,"Duffy Shelter"
"5239",68589,"Colorado","UGa-2730","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",300,85,NA,NA,NA,"5MF435","Duffy Shelter",40.608316,-108.202444,NA,"Charcoal from Feature 13/14, unlined hearth.","RADIOMETRIC",NA,"KRAUSE (EDITOR) 1981; Grady, 1984","Plateau",300,85,"Duffy Shelter"
"5240",68590,"Colorado","UGa-2731","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",2110,60,NA,NA,NA,"5MF435","Duffy Shelter",40.608316,-108.202444,NA,"Charcoal from Feature 52, hearth.","RADIOMETRIC",NA,"KRAUSE (EDITOR) 1981; Grady, 1984","Plateau",2110,60,"Duffy Shelter"
"5241",68591,"Colorado","UGa-2732","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",335,65,NA,NA,NA,"5MF435","Duffy Shelter",40.608316,-108.202444,NA,"Charcoal from Feature 48, unlined hearth.","RADIOMETRIC",NA,"KRAUSE (EDITOR) 1981; Grady, 1984","Plateau",335,65,"Duffy Shelter"
"5242",68592,"Colorado","UGa-2733","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",1045,60,NA,NA,NA,"5MF435","Duffy Shelter",40.608316,-108.202444,NA,"Charcoal from Feature 55, hearth.","RADIOMETRIC",NA,"KRAUSE (EDITOR) 1981; Grady, 1984","Plateau",1045,60,"Duffy Shelter"
"5243",68593,"Colorado","UGa-2734","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",1010,60,NA,NA,NA,"5MF435","Duffy Shelter",40.608316,-108.202444,NA,"Charcoal from Feature 22, hearth.","RADIOMETRIC",NA,"KRAUSE (EDITOR) 1981; Grady, 1984","Plateau",1010,60,"Duffy Shelter"
"5244",68594,"Colorado","UGa-2734B","CHARCOAL",NA,NA,"Moffat",375,90,NA,NA,NA,"5MF436","Empire State site",40.608316,-108.202444,NA,"No provenience.","RADIOMETRIC",NA,"KRAUSE (EDITOR) 1981","Plateau",375,90,"Empire State site"
"5245",68595,"Colorado","UGa-2735","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",1240,70,NA,NA,NA,"5MF435","Duffy Shelter",40.608316,-108.202444,NA,"Charcoal from Feature 54, unlined ash disposal pit.","RADIOMETRIC",NA,"KRAUSE (EDITOR) 1981; Grady, 1984","Plateau",1240,70,"Duffy Shelter"
"5246",68596,"Colorado","UGa-2736","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",2045,65,NA,NA,NA,"5MF435","Duffy Shelter",40.608316,-108.202444,NA,"Charcoal from feature 36, hearth.","RADIOMETRIC",NA,"KRAUSE (EDITOR) 1981; Grady, 1984","Plateau",2045,65,"Duffy Shelter"
"5247",68597,"Colorado","UGa-2737","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",895,75,NA,NA,NA,"5MF435","Duffy Shelter",40.608316,-108.202444,NA,"Charcoal from Feature 12, hearth.","RADIOMETRIC",NA,"KRAUSE (EDITOR) 1981; Grady, 1984","Plateau",895,75,"Duffy Shelter"
"5248",68598,"Colorado","UGa-2738","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",2365,75,NA,NA,NA,"5MF435","Duffy Shelter",40.608316,-108.202444,NA,"Charcoal from Feature 5, ash disposal pit.","RADIOMETRIC",NA,"KRAUSE (EDITOR) 1981; Grady, 1984","Plateau",2365,75,"Duffy Shelter"
"5249",68599,"Colorado","UGa-2739","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",1030,60,NA,NA,NA,"5MF435","Duffy Shelter",40.608316,-108.202444,NA,"Charcoal from Feature 24, burned area.","RADIOMETRIC",NA,"KRAUSE (EDITOR) 1981; Grady, 1984","Plateau",1030,60,"Duffy Shelter"
"5250",68600,"Colorado","UGa-2740","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",1330,80,NA,NA,NA,"5MF436","Empire State site",40.608316,-108.202444,NA,"Charcoal from Feature 11, hearth. Meas. 50 x 65 cm in dia;, with a series of burned cobbles oriented N-S; most were ca. 8 cm in dia. Ash, charcoal, and bone near center of feature with oxidized sand.","RADIOMETRIC",NA,"KRAUSE (EDITOR) 1981; Grady, 1984","Plateau",1330,80,"Empire State site"
"5251",68602,"Colorado","UGa-2742","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",1370,65,NA,NA,NA,"5MF436","Empire State site",40.608316,-108.202444,NA,"Charcoal from Feature 4, hearth. Meas. 36 x 30 cm in dia. FCR found along the E edge of the fire-reddened sediments. Debitage and small rodent bones.","RADIOMETRIC",NA,"KRAUSE (EDITOR) 1981; Grady, 1984","Plateau",1370,65,"Empire State site"
"5252",68603,"Colorado","UGa-2743","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",375,90,NA,NA,NA,"5MF436","Empire State site",40.608316,-108.202444,NA,"Charcoal from unspecified feature","RADIOMETRIC",NA,"KRAUSE (EDITOR) 1981; Grady, 1984","Plateau",375,90,"Empire State site"
"5253",68604,"Colorado","UGa-2744","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",970,65,NA,NA,NA,"5MF436","Empire State site",40.608316,-108.202444,NA,"Charcoal from Feature 7, hearth. Shallow basin with bright orange oxidized sand; a few small river cobbles. Meas. 50 x 40 cm in dia.","RADIOMETRIC",NA,"KRAUSE (EDITOR) 1981; Grady, 1984","Plateau",970,65,"Empire State site"
"5254",68605,"Colorado","UGa-2745","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",1090,85,NA,NA,NA,"5MF436","Empire State site",40.608316,-108.202444,NA,"Charcoal from Feature 8, hearth. Rock concentration with interspersed charcoal. River cobbles and spalls. Meas only 25 cm in dia.","RADIOMETRIC",NA,"KRAUSE (EDITOR) 1981; Grady, 1984","Plateau",1090,85,"Empire State site"
"5255",68606,"Colorado","UGa-2746","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",1055,70,NA,NA,NA,"5MF436","Empire State site",40.608316,-108.202444,NA,"Charcoal from Feature 10, hearth. A concentration of large FCRs and interspersed charcoal. One of the largest hearths; meas. 1.25 m x 85 cm. Partially bordered by bedrock, which shows signs of burning. Debitage and bone frags. In assoc; possibly a biface frag. and several metate frags.","RADIOMETRIC",NA,"KRAUSE (EDITOR) 1981; Grady, 1984","Plateau",1055,70,"Empire State site"
"5256",68607,"Colorado","UGa-2747","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",1545,65,NA,NA,NA,"5MF436","Empire State site",40.608316,-108.202444,NA,"Charcoal from area adjacent to Feature 2, a concentration of burned and unburned river cobbles, considered to be from a hearth. Probable assoc. nearby artifacts: GS, debitage, utilized flakes, debitage, bone. Two large asin metates nearby.","RADIOMETRIC",NA,"KRAUSE (EDITOR) 1981; Grady, 1984","Plateau",1545,65,"Empire State site"
"5257",68609,"Colorado","UGa-2749","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",675,80,NA,NA,NA,"5MF745","Gossard site",40.608316,-108.202444,NA,"Charcoal from Feature 2a, hearth.","RADIOMETRIC",NA,"KRAUSE (EDITOR) 1981; Grady, 1984","Plateau",675,80,"Gossard site"
"5259",68611,"Colorado","UGa-2947","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",995,65,NA,NA,NA,"5MF476","Sugarloaf-Lay site",40.608316,-108.202444,NA,"wood charcoal from Feature 13, a Type 1 hearth; slab lined, rock filled roasting pit, meas. 61 x 65 cm in dia, 35 cm deep. Appeared to have been made in layers of sagebrush, small slabs, and meat. Long bones of a large mannal found between 2 layers of slabs. Probably used only once and may represent a technology of food preparation specific to large game.","RADIOMETRIC",NA,"O'NEIL 1980","Plateau",995,65,"Sugarloaf-Lay site"
"5261",68613,"Colorado","UGa-2950","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",4260,90,NA,NA,NA,"5MF476","Sugarloaf-Lay site",40.608316,-108.202444,NA,"wood charcoal from Feature 18, a Type 3 hearth; shallow basin hearth scooped out of the sand, meas. 50 cm, but full extent is unknown because it was in the wall of a test pit.No cultural material or bone was recovered from the fill, although burnt bone and FCR are found in the surrounding ash stain. Interpreted as a short-term fire.","RADIOMETRIC",NA,"O'NEIL 1980","Plateau",4260,90,"Sugarloaf-Lay site"
"5262",68614,"Colorado","UGa-2951","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",1310,60,NA,NA,NA,"5MF476","Sugarloaf-Lay site",40.608316,-108.202444,NA,"wood charcoal from Feature 17, a Type 2 hearth. Shalow basin hearth filled with small sandstone slabs, talus and cobbles; meas. 53 x 45 cm in dia; 10 cm deep. Does not appear to have been lined with sandstone slabs.","RADIOMETRIC",NA,"O'NEIL 1980","Plateau",1310,60,"Sugarloaf-Lay site"
